CustomerID,Cluster,BehaviorSegment,TotalMRR,TotalSeats,TotalLogins,AvgActiveUsers,TotalAPICalls,TotalSessionMinutes,TicketCount,AvgResolutionHours,TenureYears,RetentionRecommendation
C1312,2,Growing Active Customers,326.36,9.0,61.0,2.076923076923077,15900.0,4051.4,5.0,30.96,2.8062970568104038,Encourage feature adoption and plan expansion while engagement is strong.
C1313,1,Low-Engagement New Customers,1978.68,5.0,315.0,9.263157894736842,17519.0,5072.05,9.0,45.12222222222222,3.238877481177276,"Provide onboarding assistance, product education and early engagement campaigns."
C1314,1,Low-Engagement New Customers,310.44,8.0,328.0,7.541666666666667,27367.0,6332.6,2.0,23.799999999999997,3.7207392197125255,"Provide onboarding assistance, product education and early engagement campaigns."
C1315,2,Growing Active Customers,52.92,2.0,92.0,9.0,7901.0,1652.9,1.0,26.9,2.2012320328542097,Encourage feature adoption and plan expansion while engagement is strong.
C1316,1,Low-Engagement New Customers,342.28,10.0,56.0,1.411764705882353,23575.0,4249.55,2.0,38.55,3.077344284736482,"Provide onboarding assistance, product education and early engagement campaigns."
C1317,2,Growing Active Customers,326.36,9.0,29.0,3.0,6862.0,1219.8,4.0,34.85,2.105407255304586,Encourage feature adoption and plan expansion while engagement is strong.
C1318,1,Low-Engagement New Customers,64.68,5.0,130.0,4.375,15540.0,4100.8,2.0,27.4,2.9924709103353866,"Provide onboarding assistance, product education and early engagement campaigns."
C1319,2,Growing Active Customers,278.6,6.0,59.0,6.4,7850.0,1122.0,4.0,34.625,2.138261464750171,Encourage feature adoption and plan expansion while engagement is strong.
C1320,2,Growing Active Customers,326.36,9.0,108.0,7.875,8942.0,1037.3,1.0,62.7,2.3600273785078714,Encourage feature adoption and plan expansion while engagement is strong.
C1321,2,Growing Active Customers,68.6,6.0,58.0,6.8,6043.0,1281.7,5.0,29.96,2.1437371663244353,Encourage feature adoption and plan expansion while engagement is strong.
C1322,1,Low-Engagement New Customers,294.52,7.0,187.0,6.4375,14926.0,3556.0,5.0,43.9,3.0362765229295,"Provide onboarding assistance, product education and early engagement campaigns."
C1323,1,Low-Engagement New Customers,68.6,6.0,119.0,4.733333333333333,25779.0,3884.7,4.0,52.625,2.9048596851471595,"Provide onboarding assistance, product education and early engagement campaigns."
C1324,1,Low-Engagement New Customers,2458.36,9.0,464.0,12.217391304347826,27156.0,6137.2,4.0,19.3,3.62217659137577,"Provide onboarding assistance, product education and early engagement campaigns."
C1325,0,High-Value Highly Engaged,2338.44,8.0,91.0,2.4,20107.0,5372.2,4.0,62.10000000000001,3.381245722108145,"Use proactive account management, loyalty benefits and expansion opportunities."
C1326,1,Low-Engagement New Customers,76.44,8.0,375.0,9.090909090909092,28413.0,5655.7,1.0,16.7,3.5017111567419574,"Provide onboarding assistance, product education and early engagement campaigns."
C1327,1,Low-Engagement New Customers,2098.6,6.0,281.0,7.5,35133.0,6907.5,5.0,42.28,3.7097878165639973,"Provide onboarding assistance, product education and early engagement campaigns."
C1328,2,Growing Active Customers,342.28,10.0,115.0,6.0,6444.0,2256.3,4.0,46.775,3.3347022587268995,Encourage feature adoption and plan expansion while engagement is strong.
C1329,2,Growing Active Customers,76.44,8.0,23.0,1.1428571428571428,12493.0,1366.4,3.0,25.933333333333334,2.2888432580424367,Encourage feature adoption and plan expansion while engagement is strong.
C1330,1,Low-Engagement New Customers,538.92,2.0,61.0,1.25,21236.0,5245.4,1.0,25.5,3.3675564681724848,"Provide onboarding assistance, product education and early engagement campaigns."
C1331,1,Low-Engagement New Customers,310.44,8.0,162.0,5.117647058823529,11401.0,2798.7999999999997,2.0,21.5,3.0882956878850103,"Provide onboarding assistance, product education and early engagement campaigns."
C1332,2,Growing Active Customers,618.76,4.0,47.0,9.5,3926.0,645.0999999999999,1.0,29.1,1.8699520876112252,Encourage feature adoption and plan expansion while engagement is strong.
C1333,1,Low-Engagement New Customers,278.6,6.0,156.0,6.285714285714286,10453.0,2117.0,5.0,34.959999999999994,3.356605065023956,"Provide onboarding assistance, product education and early engagement campaigns."
C1334,3,Support-Heavy At-Risk Customers,1978.68,5.0,0.0,0.0,0.0,0.0,1.0,35.7,1.727583846680356,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1335,1,Low-Engagement New Customers,778.44,8.0,371.0,13.235294117647058,32222.0,3873.7,4.0,40.825,3.1101984941820673,"Provide onboarding assistance, product education and early engagement campaigns."
C1336,1,Low-Engagement New Customers,658.68,5.0,135.0,3.5789473684210527,24018.0,4746.2,1.0,8.1,3.3127994524298425,"Provide onboarding assistance, product education and early engagement campaigns."
C1337,2,Growing Active Customers,230.84,3.0,24.0,0.5833333333333334,8117.0,2377.6,0.0,34.905,2.6913073237508556,Encourage feature adoption and plan expansion while engagement is strong.
C1338,1,Low-Engagement New Customers,342.28,10.0,324.0,8.80952380952381,25562.0,4094.25,6.0,36.78333333333334,3.433264887063655,"Provide onboarding assistance, product education and early engagement campaigns."
C1339,1,Low-Engagement New Customers,278.6,6.0,199.0,5.086956521739131,39221.0,5427.7,5.0,38.08,3.586584531143053,"Provide onboarding assistance, product education and early engagement campaigns."
C1340,2,Growing Active Customers,88.2,11.0,167.0,10.5,12606.0,2544.1,2.0,24.950000000000003,2.5544147843942504,Encourage feature adoption and plan expansion while engagement is strong.
C1341,1,Low-Engagement New Customers,2218.52,7.0,343.0,8.363636363636363,22093.0,5804.1,4.0,15.6375,3.5564681724845997,"Provide onboarding assistance, product education and early engagement campaigns."
C1342,1,Low-Engagement New Customers,76.44,8.0,133.0,3.75,30750.0,5193.0,4.0,18.1,3.326488706365503,"Provide onboarding assistance, product education and early engagement campaigns."
C1343,2,Growing Active Customers,72.52,7.0,6.0,2.0,646.0,216.6,0.0,34.905,1.78507871321013,Encourage feature adoption and plan expansion while engagement is strong.
C1344,1,Low-Engagement New Customers,262.68,5.0,327.0,10.588235294117647,19815.0,4157.9,2.0,32.8,3.0691307323750854,"Provide onboarding assistance, product education and early engagement campaigns."
C1345,3,Support-Heavy At-Risk Customers,2098.6,5.0,260.0,11.727272727272727,7106.0,2910.7,2.0,11.8,2.642026009582478,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1346,2,Growing Active Customers,326.36,9.0,56.0,15.0,2600.0,650.0,6.0,39.699999999999996,1.9603011635865846,Encourage feature adoption and plan expansion while engagement is strong.
C1347,1,Low-Engagement New Customers,72.52,7.0,260.0,9.571428571428571,19501.0,3277.2,0.0,34.905,2.8939082819986313,"Provide onboarding assistance, product education and early engagement campaigns."
C1348,1,Low-Engagement New Customers,618.76,4.0,91.0,3.4285714285714284,17783.0,3216.3,3.0,24.0,2.858316221765914,"Provide onboarding assistance, product education and early engagement campaigns."
C1349,3,Support-Heavy At-Risk Customers,2458.36,9.0,77.0,4.090909090909091,13157.0,2811.2,3.0,40.833333333333336,2.595482546201232,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1350,1,Low-Engagement New Customers,1978.68,5.0,340.0,11.0,13178.0,5130.8,4.0,31.8,3.162217659137577,"Provide onboarding assistance, product education and early engagement campaigns."
C1351,1,Low-Engagement New Customers,76.44,8.0,100.0,2.380952380952381,25714.0,4817.0,5.0,34.18,3.4414784394250515,"Provide onboarding assistance, product education and early engagement campaigns."
C1352,3,Support-Heavy At-Risk Customers,2578.28,10.0,95.0,6.0,9294.0,2619.7,4.0,22.475,2.532511978097194,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1353,2,Growing Active Customers,68.6,6.0,0.0,0.0,0.0,0.0,2.0,39.5,1.7193702943189597,Encourage feature adoption and plan expansion while engagement is strong.
C1354,1,Low-Engagement New Customers,99.96,14.0,378.0,7.708333333333333,28945.0,5921.9,4.0,44.225,3.7152635181382614,"Provide onboarding assistance, product education and early engagement campaigns."
C1355,2,Growing Active Customers,698.6,11.0,26.0,4.0,549.0,642.7,4.0,38.75,1.9630390143737166,Encourage feature adoption and plan expansion while engagement is strong.
C1356,2,Growing Active Customers,618.76,4.0,91.0,4.636363636363637,15046.0,2665.6,2.0,24.95,2.595482546201232,Encourage feature adoption and plan expansion while engagement is strong.
C1357,1,Low-Engagement New Customers,262.68,5.0,233.0,5.583333333333333,27064.0,5955.8,3.0,33.233333333333334,3.679671457905544,"Provide onboarding assistance, product education and early engagement campaigns."
C1358,0,High-Value Highly Engaged,64.68,5.0,179.0,5.75,15750.0,2483.05,4.0,18.85,3.184120465434634,"Use proactive account management, loyalty benefits and expansion opportunities."
C1359,2,Growing Active Customers,658.68,5.0,0.0,0.0,0.0,0.0,3.0,26.133333333333336,1.6673511293634498,Encourage feature adoption and plan expansion while engagement is strong.
C1360,2,Growing Active Customers,60.76,4.0,31.0,3.0,4024.0,1431.0,2.0,51.7,2.1409993155373033,Encourage feature adoption and plan expansion while engagement is strong.
C1361,2,Growing Active Customers,658.68,5.0,57.0,7.0,2829.0,666.7,1.0,24.1,1.9110198494182067,Encourage feature adoption and plan expansion while engagement is strong.
C1362,1,Low-Engagement New Customers,64.68,5.0,272.0,6.181818181818182,26479.0,5805.2,6.0,51.15,3.488021902806297,"Provide onboarding assistance, product education and early engagement campaigns."
C1363,2,Growing Active Customers,310.44,8.0,34.0,3.2,5301.0,1284.0,6.0,40.38333333333333,2.1245722108145104,Encourage feature adoption and plan expansion while engagement is strong.
C1364,3,Support-Heavy At-Risk Customers,1978.68,5.0,159.0,6.0,8615.0,2987.35,4.0,32.0,2.817248459958932,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1365,2,Growing Active Customers,778.44,8.0,141.0,11.571428571428571,9231.0,2000.6,1.0,38.7,2.2477754962354553,Encourage feature adoption and plan expansion while engagement is strong.
C1366,2,Growing Active Customers,278.6,6.0,107.0,8.428571428571429,7097.0,2152.4,6.0,37.416666666666664,2.305270362765229,Encourage feature adoption and plan expansion while engagement is strong.
C1367,2,Growing Active Customers,76.44,8.0,30.0,9.5,1044.0,394.4,4.0,40.775,1.8973305954825461,Encourage feature adoption and plan expansion while engagement is strong.
C1368,2,Growing Active Customers,52.92,2.0,59.0,7.75,3218.0,802.4,3.0,20.46666666666667,2.0424366872005475,Encourage feature adoption and plan expansion while engagement is strong.
C1369,3,Support-Heavy At-Risk Customers,2098.6,6.0,39.0,13.5,1702.0,386.6,5.0,46.2,1.8206707734428473,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1370,1,Low-Engagement New Customers,658.68,5.0,117.0,4.0,20215.0,3369.5,2.0,34.75,2.8939082819986313,"Provide onboarding assistance, product education and early engagement campaigns."
C1371,1,Low-Engagement New Customers,262.68,5.0,213.0,7.6,11450.0,3404.2,4.0,32.65,2.965092402464066,"Provide onboarding assistance, product education and early engagement campaigns."
C1372,2,Growing Active Customers,294.52,7.0,135.0,11.333333333333334,10411.0,1409.4,3.0,54.26666666666667,2.195756331279945,Encourage feature adoption and plan expansion while engagement is strong.
C1373,1,Low-Engagement New Customers,60.76,4.0,259.0,9.0625,17279.0,3595.6,1.0,60.5,3.0143737166324436,"Provide onboarding assistance, product education and early engagement campaigns."
C1374,1,Low-Engagement New Customers,778.44,8.0,182.0,6.846153846153846,16074.0,2841.3,3.0,44.56666666666666,2.7898699520876113,"Provide onboarding assistance, product education and early engagement campaigns."
C1375,0,High-Value Highly Engaged,68.6,6.0,65.0,1.4545454545454546,14998.0,4614.0,4.0,36.575,3.490759753593429,"Use proactive account management, loyalty benefits and expansion opportunities."
C1376,1,Low-Engagement New Customers,310.44,8.0,390.0,12.473684210526315,18075.0,4472.3,1.0,23.1,3.241615331964408,"Provide onboarding assistance, product education and early engagement campaigns."
C1377,2,Growing Active Customers,698.6,6.0,61.0,4.666666666666667,5568.0,918.5,5.0,39.239999999999995,2.212183436002738,Encourage feature adoption and plan expansion while engagement is strong.
C1378,2,Growing Active Customers,383.20000000000005,12.0,23.0,0.5,12094.0,2126.9,4.0,53.199999999999996,2.8281998631074607,Encourage feature adoption and plan expansion while engagement is strong.
C1379,1,Low-Engagement New Customers,60.76,4.0,153.0,8.272727272727273,17385.0,2762.1,6.0,25.849999999999998,2.625598904859685,"Provide onboarding assistance, product education and early engagement campaigns."
C1380,3,Support-Heavy At-Risk Customers,1618.92,2.0,98.0,8.0,4795.0,1041.8,4.0,32.65,2.2888432580424367,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1381,3,Support-Heavy At-Risk Customers,2218.52,7.0,122.0,3.75,19174.0,3539.7,3.0,28.633333333333336,3.3319644079397674,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1382,2,Growing Active Customers,68.6,6.0,57.0,10.25,2293.0,824.7,1.0,11.9,1.998631074606434,Encourage feature adoption and plan expansion while engagement is strong.
C1383,2,Growing Active Customers,92.12,12.0,15.0,1.4,4430.0,1196.4,6.0,47.416666666666664,2.1409993155373033,Encourage feature adoption and plan expansion while engagement is strong.
C1384,3,Support-Heavy At-Risk Customers,2098.6,6.0,61.0,7.4,10271.0,1455.2,3.0,13.9,2.080766598220397,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1385,3,Support-Heavy At-Risk Customers,2218.52,7.0,3.0,0.5,3759.0,155.89999999999998,5.0,52.879999999999995,1.8617385352498288,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1386,1,Low-Engagement New Customers,72.52,7.0,383.0,8.416666666666666,37376.0,6491.4,6.0,39.43333333333333,3.676933607118412,"Provide onboarding assistance, product education and early engagement campaigns."
C1387,2,Growing Active Customers,310.44,8.0,198.0,12.0,8754.0,2195.05,4.0,45.575,2.516084873374401,Encourage feature adoption and plan expansion while engagement is strong.
C1388,1,Low-Engagement New Customers,310.44,8.0,205.0,5.526315789473684,19246.0,4486.2,1.0,42.7,3.299110198494182,"Provide onboarding assistance, product education and early engagement campaigns."
C1389,2,Growing Active Customers,738.52,7.0,137.0,5.5,14494.0,2479.7,2.0,32.65,2.732375085557837,Encourage feature adoption and plan expansion while engagement is strong.
C1390,2,Growing Active Customers,278.6,6.0,18.0,0.5,2927.0,1417.5,5.0,22.119999999999997,2.568104038329911,Encourage feature adoption and plan expansion while engagement is strong.
C1391,2,Growing Active Customers,68.6,6.0,30.0,0.9285714285714286,17849.0,3522.9,5.0,36.78,2.8720054757015743,Encourage feature adoption and plan expansion while engagement is strong.
C1392,1,Low-Engagement New Customers,64.68,5.0,390.0,11.380952380952381,20619.0,4813.3,2.0,39.9,3.46611909650924,"Provide onboarding assistance, product education and early engagement campaigns."
C1393,1,Low-Engagement New Customers,278.6,6.0,335.0,12.2,12121.0,3897.7,3.0,36.0,2.97056810403833,"Provide onboarding assistance, product education and early engagement campaigns."
C1394,1,Low-Engagement New Customers,278.6,6.0,269.0,7.15,21963.0,4565.3,3.0,40.699999999999996,3.3867214236824092,"Provide onboarding assistance, product education and early engagement campaigns."
C1395,3,Support-Heavy At-Risk Customers,3177.88,15.0,24.0,7.5,1661.0,515.4,5.0,32.739999999999995,1.8863791923340179,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1396,2,Growing Active Customers,326.36,9.0,67.0,4.428571428571429,4077.0,1243.5,3.0,28.900000000000002,2.7707049965776864,Encourage feature adoption and plan expansion while engagement is strong.
C1397,2,Growing Active Customers,938.12,12.0,13.0,8.0,16.0,317.7,3.0,23.433333333333337,1.7631759069130732,Encourage feature adoption and plan expansion while engagement is strong.
C1398,0,High-Value Highly Engaged,326.36,9.0,41.0,1.25,9588.0,1926.9,4.0,48.150000000000006,2.6776180698151952,"Use proactive account management, loyalty benefits and expansion opportunities."
C1399,2,Growing Active Customers,658.68,5.0,82.0,5.4,6783.0,1484.0,1.0,57.6,2.4914442162902124,Encourage feature adoption and plan expansion while engagement is strong.
C1400,2,Growing Active Customers,294.52,7.0,32.0,7.0,5950.0,891.9,2.0,53.55,1.9356605065023955,Encourage feature adoption and plan expansion while engagement is strong.
C1401,2,Growing Active Customers,342.28,10.0,27.0,1.0,3975.0,2021.3,4.0,33.975,2.529774127310062,Encourage feature adoption and plan expansion while engagement is strong.
C1402,2,Growing Active Customers,262.68,5.0,13.0,10.0,849.0,74.1,3.0,55.5,1.809719370294319,Encourage feature adoption and plan expansion while engagement is strong.
C1403,2,Growing Active Customers,278.6,6.0,81.0,11.6,4055.0,1043.2,4.0,34.425,2.11088295687885,Encourage feature adoption and plan expansion while engagement is strong.
C1404,1,Low-Engagement New Customers,778.44,8.0,97.0,6.2,21353.0,2800.1,4.0,24.049999999999997,2.5489390828199863,"Provide onboarding assistance, product education and early engagement campaigns."
C1405,2,Growing Active Customers,246.76,4.0,40.0,2.888888888888889,5040.0,1807.8,1.0,29.5,2.4640657084188913,Encourage feature adoption and plan expansion while engagement is strong.
C1406,2,Growing Active Customers,278.6,6.0,56.0,3.111111111111111,6046.0,2000.8,5.0,28.459999999999997,2.433949349760438,Encourage feature adoption and plan expansion while engagement is strong.
C1407,2,Growing Active Customers,738.52,7.0,58.0,12.333333333333334,5500.0,712.9,2.0,17.65,1.9219712525667352,Encourage feature adoption and plan expansion while engagement is strong.
C1408,1,Low-Engagement New Customers,68.6,6.0,115.0,4.2,18026.0,3963.7,3.0,32.83333333333333,2.9295003422313486,"Provide onboarding assistance, product education and early engagement campaigns."
C1409,2,Growing Active Customers,68.6,6.0,77.0,4.6,6868.0,1414.0,2.0,6.1,3.345653661875428,Encourage feature adoption and plan expansion while engagement is strong.
C1410,2,Growing Active Customers,326.36,9.0,62.0,7.4,1973.0,835.7,2.0,35.2,2.521560574948665,Encourage feature adoption and plan expansion while engagement is strong.
C1411,2,Growing Active Customers,262.68,5.0,0.0,0.0,0.0,0.0,5.0,60.2,1.7138945927446954,Encourage feature adoption and plan expansion while engagement is strong.
C1412,3,Support-Heavy At-Risk Customers,2534.8,17.0,38.0,2.375,6903.0,1135.95,1.0,70.0,2.3627652292950034,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1413,1,Low-Engagement New Customers,246.76,4.0,113.0,3.5625,20979.0,3694.6,3.0,32.06666666666667,3.0390143737166326,"Provide onboarding assistance, product education and early engagement campaigns."
C1414,2,Growing Active Customers,326.36,9.0,78.0,7.166666666666667,4052.0,1057.6,4.0,21.1,2.737850787132101,Encourage feature adoption and plan expansion while engagement is strong.
C1415,2,Growing Active Customers,778.44,8.0,92.0,4.636363636363637,16485.0,2493.7,3.0,33.233333333333334,2.617385352498289,Encourage feature adoption and plan expansion while engagement is strong.
C1416,1,Low-Engagement New Customers,658.68,5.0,410.0,8.5,34294.0,6123.9,4.0,31.7,3.7234770704996576,"Provide onboarding assistance, product education and early engagement campaigns."
C1417,2,Growing Active Customers,326.36,9.0,15.0,2.5,4770.0,308.5,4.0,43.974999999999994,3.468856947296372,Encourage feature adoption and plan expansion while engagement is strong.
C1418,2,Growing Active Customers,326.36,9.0,96.0,4.230769230769231,16747.0,3229.35,1.0,55.7,2.7734428473648185,Encourage feature adoption and plan expansion while engagement is strong.
C1419,2,Growing Active Customers,294.52,7.0,33.0,11.0,2478.0,372.9,1.0,49.8,1.8206707734428473,Encourage feature adoption and plan expansion while engagement is strong.
C1420,0,High-Value Highly Engaged,278.6,6.0,120.0,2.6818181818181817,24182.0,4839.6,3.0,22.433333333333334,3.5537303216974676,"Use proactive account management, loyalty benefits and expansion opportunities."
